C,C,W,W,W,D,D,G,UTIL,,Instructions
,,,,,,,,,,RW,Cole Koepke (36809183),Cole Koepke,36809183,W/UTIL,2600,BOS@NYI 11/27/2024 07:30PM ET,BOS,5.17
,,,,,,,,,,RW,Oliver Wahlstrom (36809197),Oliver Wahlstrom,36809197,W/UTIL,2600,BOS@NYI 11/27/2024 07:30PM ET,NYI,2.99
,,,,,,,,,,D,Nikita Zadorov (36809761),Nikita Zadorov,36809761,D/UTIL,2600,BOS@NYI 11/27/2024 07:30PM ET,BOS,4.48
,,,,,,,,,,D,Scott Mayfield (36809769),Scott Mayfield,36809769,D/UTIL,2600,BOS@NYI 11/27/2024 07:30PM ET,NYI,5.56
,,,,,,,,,,D,Adam Pelech (36809771),Adam Pelech,36809771,D/UTIL,2600,BOS@NYI 11/27/2024 07:30PM ET,NYI,6.46
,,,,,,,,,,C,Teddy Blueger (36808733),Teddy Blueger,36808733,C/UTIL,2600,VAN@PIT 11/27/2024 07:30PM ET,VAN,5.50
,,,,,,,,,,D,Carson Soucy (36809763),Carson Soucy,36809763,D/UTIL,2600,VAN@PIT 11/27/2024 07:30PM ET,VAN,5.03
,,,,,,,,,,LW,Alex Newhook (36809185),Alex Newhook,36809185,W/UTIL,2600,MTL@CBJ 11/27/2024 07:30PM ET,MTL,4.17
,,,,,,,,,,C,Colton Sissons (36808741),Colton Sissons,36808741,C/UTIL,2600,PHI@NSH 11/27/2024 08:00PM ET,NSH,3.74
,,,,,,,,,,D,Jeremy Lauzon (36809777),Jeremy Lauzon,36809777,D/UTIL,2600,PHI@NSH 11/27/2024 08:00PM ET,NSH,4.04
,,,,,,,,,,LW,Ilya Mikheyev (36809181),Ilya Mikheyev,36809181,W/UTIL,2600,DAL@CHI 11/27/2024 08:30PM ET,CHI,3.63
,,,,,,,,,,D,Ilya Lyubushkin (36809783),Ilya Lyubushkin,36809783,D/UTIL,2600,DAL@CHI 11/27/2024 08:30PM ET,DAL,5.63
,,,,,,,,,,C,David Gustafsson (36808735),David Gustafsson,36808735,C/UTIL,2600,WPG@LAK 11/27/2024 10:00PM ET,WPG,3
,,,,,,,,,,C,Samuel Helenius (36808737),Samuel Helenius,36808737,C/UTIL,2600,WPG@LAK 11/27/2024 10:00PM ET,LAK,4.03
,,,,,,,,,,D,Dylan DeMelo (36809773),Dylan DeMelo,36809773,D/UTIL,2600,WPG@LAK 11/27/2024 10:00PM ET,WPG,4.19
,,,,,,,,,,C,Nico Sturm (36808745),Nico Sturm,36808745,C/UTIL,2600,OTT@SJS 11/27/2024 10:30PM ET,SJS,4.53
,,,,,,,,,,RW,Ridly Greig (36809203),Ridly Greig,36809203,W/UTIL,2600,OTT@SJS 11/27/2024 10:30PM ET,OTT,4.74
,,,,,,,,,,RW,David Perron (36809205),David Perron,36809205,W/UTIL,2600,OTT@SJS 11/27/2024 10:30PM ET,OTT,4.31
,,,,,,,,,,D,Jacob Bernard-Docker (36809781),Jacob Bernard-Docker,36809781,D/UTIL,2600,OTT@SJS 11/27/2024 10:30PM ET,OTT,4.34
,,,,,,,,,,C,Peyton Krebs (36808847),Peyton Krebs,36808847,C/UTIL,2500,MIN@BUF 11/27/2024 07:00PM ET,BUF,3.79
,,,,,,,,,,C,Ben Jones (36808857),Ben Jones,36808857,C/UTIL,2500,MIN@BUF 11/27/2024 07:00PM ET,MIN,1.87
,,,,,,,,,,C,Marat Khusnutdinov (36808859),Marat Khusnutdinov,36808859,C/UTIL,2500,MIN@BUF 11/27/2024 07:00PM ET,MIN,2.21
,,,,,,,,,,RW,Isak Rosen (36809443),Isak Rosen,36809443,W/UTIL,2500,MIN@BUF 11/27/2024 07:00PM ET,BUF,0
,,,,,,,,,,RW,Sam Lafferty (36809445),Sam Lafferty,36809445,W/UTIL,2500,MIN@BUF 11/27/2024 07:00PM ET,BUF,1.72
,,,,,,,,,,LW,Beck Malenstyn (36809447),Beck Malenstyn,36809447,W/UTIL,2500,MIN@BUF 11/27/2024 07:00PM ET,BUF,3.75
,,,,,,,,,,RW,Nicolas Aube-Kubel (36809449),Nicolas Aube-Kubel,36809449,W/UTIL,2500,MIN@BUF 11/27/2024 07:00PM ET,BUF,0.86
,,,,,,,,,,LW,Marcus Foligno (36809481),Marcus Foligno,36809481,W/UTIL,2500,MIN@BUF 11/27/2024 07:00PM ET,MIN,4.00
,,,,,,,,,,RW,Yakov Trenin (36809483),Yakov Trenin,36809483,W/UTIL,2500,MIN@BUF 11/27/2024 07:00PM ET,MIN,2.04
,,,,,,,,,,RW,Devin Shore (36809485),Devin Shore,36809485,W/UTIL,2500,MIN@BUF 11/27/2024 07:00PM ET,MIN,1.8
,,,,,,,,,,LW,Jakub Lauko (36809487),Jakub Lauko,36809487,W/UTIL,2500,MIN@BUF 11/27/2024 07:00PM ET,MIN,3.60
,,,,,,,,,,LW,Travis Boyd (36809489),Travis Boyd,36809489,W/UTIL,2500,MIN@BUF 11/27/2024 07:00PM ET,MIN,0
,,,,,,,,,,LW,Liam Ohgren (36809491),Liam Ohgren,36809491,W/UTIL,2500,MIN@BUF 11/27/2024 07:00PM ET,MIN,2.36
,,,,,,,,,,LW,Luke Toporowski (36809493),Luke Toporowski,36809493,W/UTIL,2500,MIN@BUF 11/27/2024 07:00PM ET,MIN,0
,,,,,,,,,,LW,Michael Milne (36809495),Michael Milne,36809495,W/UTIL,2500,MIN@BUF 11/27/2024 07:00PM ET,MIN,0
,,,,,,,,,,D,Henri Jokiharju (36809973),Henri Jokiharju,36809973,D/UTIL,2500,MIN@BUF 11/27/2024 07:00PM ET,BUF,4.62
,,,,,,,,,,D,Jacob Bryson (36809975),Jacob Bryson,36809975,D/UTIL,2500,MIN@BUF 11/27/2024 07:00PM ET,BUF,4.86
,,,,,,,,,,D,Connor Clifton (36809977),Connor Clifton,36809977,D/UTIL,2500,MIN@BUF 11/27/2024 07:00PM ET,BUF,4.76
,,,,,,,,,,D,Dennis Gilbert (36809979),Dennis Gilbert,36809979,D/UTIL,2500,MIN@BUF 11/27/2024 07:00PM ET,BUF,2.02
,,,,,,,,,,D,Mattias Samuelsson (36809981),Mattias Samuelsson,36809981,D/UTIL,2500,MIN@BUF 11/27/2024 07:00PM ET,BUF,3.92
,,,,,,,,,,D,Zach Bogosian (36809997),Zach Bogosian,36809997,D/UTIL,2500,MIN@BUF 11/27/2024 07:00PM ET,MIN,4.50
,,,,,,,,,,D,Jon Merrill (36809999),Jon Merrill,36809999,D/UTIL,2500,MIN@BUF 11/27/2024 07:00PM ET,MIN,3.42
,,,,,,,,,,C,Parker Kelly (36808747),Parker Kelly,36808747,C/UTIL,2500,VGK@COL 11/27/2024 10:00PM ET,COL,4.55
,,,,,,,,,,C,Matt Stienburg (36808749),Matt Stienburg,36808749,C/UTIL,2500,VGK@COL 11/27/2024 10:00PM ET,COL,0.91
,,,,,,,,,,C,Nikita Prishchepov (36808751),Nikita Prishchepov,36808751,C/UTIL,2500,VGK@COL 11/27/2024 10:00PM ET,COL,1.22
,,,,,,,,,,C,Chris Wagner (36808753),Chris Wagner,36808753,C/UTIL,2500,VGK@COL 11/27/2024 10:00PM ET,COL,3.25
,,,,,,,,,,C,Cole Schwindt (36808799),Cole Schwindt,36808799,C/UTIL,2500,VGK@COL 11/27/2024 10:00PM ET,VGK,3.37
,,,,,,,,,,C,Jakub Demek (36808801),Jakub Demek,36808801,C/UTIL,2500,VGK@COL 11/27/2024 10:00PM ET,VGK,0
,,,,,,,,,,C,Jordan Gustafson (36808803),Jordan Gustafson,36808803,C/UTIL,2500,VGK@COL 11/27/2024 10:00PM ET,VGK,0
,,,,,,,,,,RW,Logan O'Connor (36809207),Logan O'Connor,36809207,W/UTIL,2500,VGK@COL 11/27/2024 10:00PM ET,COL,3.52
,,,,,,,,,,LW,Joel Kiviranta (36809209),Joel Kiviranta,36809209,W/UTIL,2500,VGK@COL 11/27/2024 10:00PM ET,COL,4.26
,,,,,,,,,,LW,Gabriel Landeskog (36809211),Gabriel Landeskog,36809211,W/UTIL,2500,VGK@COL 11/27/2024 10:00PM ET,COL,0
,,,,,,,,,,LW,Ivan Ivan (36809213),Ivan Ivan,36809213,W/UTIL,2500,VGK@COL 11/27/2024 10:00PM ET,COL,5.30
,,,,,,,,,,RW,T.J. Tynan (36809215),T.J. Tynan,36809215,W/UTIL,2500,VGK@COL 11/27/2024 10:00PM ET,COL,2.02
,,,,,,,,,,RW,Calum Ritchie (36809217),Calum Ritchie,36809217,W/UTIL,2500,VGK@COL 11/27/2024 10:00PM ET,COL,4.37
,,,,,,,,,,RW,Nikolai Kovalenko (36809219),Nikolai Kovalenko,36809219,W/UTIL,2500,VGK@COL 11/27/2024 10:00PM ET,COL,4.16
,,,,,,,,,,LW,Tanner Pearson (36809325),Tanner Pearson,36809325,W/UTIL,2500,VGK@COL 11/27/2024 10:00PM ET,VGK,5.54
,,,,,,,,,,LW,Mason Morelli (36809327),Mason Morelli,36809327,W/UTIL,2500,VGK@COL 11/27/2024 10:00PM ET,VGK,0
,,,,,,,,,,LW,Brendan Brisson (36809329),Brendan Brisson,36809329,W/UTIL,2500,VGK@COL 11/27/2024 10:00PM ET,VGK,1.5
,,,,,,,,,,LW,Jonas Rondbjerg (36809331),Jonas Rondbjerg,36809331,W/UTIL,2500,VGK@COL 11/27/2024 10:00PM ET,VGK,0.65
,,,,,,,,,,D,Calvin de Haan (36809791),Calvin de Haan,36809791,D/UTIL,2500,VGK@COL 11/27/2024 10:00PM ET,COL,5.83
,,,,,,,,,,D,Sam Malinski (36809793),Sam Malinski,36809793,D/UTIL,2500,VGK@COL 11/27/2024 10:00PM ET,COL,4.79
,,,,,,,,,,D,John Ludvig (36809795),John Ludvig,36809795,D/UTIL,2500,VGK@COL 11/27/2024 10:00PM ET,COL,3.68
,,,,,,,,,,D,Oliver Kylington (36809797),Oliver Kylington,36809797,D/UTIL,2500,VGK@COL 11/27/2024 10:00PM ET,COL,3.9
,,,,,,,,,,D,Tucker Poolman (36809799),Tucker Poolman,36809799,D/UTIL,2500,VGK@COL 11/27/2024 10:00PM ET,COL,0
,,,,,,,,,,D,Nicolas Hague (36809881),Nicolas Hague,36809881,D/UTIL,2500,VGK@COL 11/27/2024 10:00PM ET,VGK,4.26
,,,,,,,,,,D,Robert Hagg (36809883),Robert Hagg,36809883,D/UTIL,2500,VGK@COL 11/27/2024 10:00PM ET,VGK,1.3
,,,,,,,,,,D,Lukas Cormier (36809885),Lukas Cormier,36809885,D/UTIL,2500,VGK@COL 11/27/2024 10:00PM ET,VGK,0
,,,,,,,,,,D,Ben Hutton (36809887),Ben Hutton,36809887,D/UTIL,2500,VGK@COL 11/27/2024 10:00PM ET,VGK,3.1
,,,,,,,,,,C,Oskar Sundqvist (36808763),Oskar Sundqvist,36808763,C/UTIL,2500,STL@NJD 11/27/2024 07:00PM ET,STL,3.44
,,,,,,,,,,C,Radek Faksa (36808765),Radek Faksa,36808765,C/UTIL,2500,STL@NJD 11/27/2024 07:00PM ET,STL,3.78
,,,,,,,,,,C,Justin Dowling (36808787),Justin Dowling,36808787,C/UTIL,2500,STL@NJD 11/27/2024 07:00PM ET,NJD,2.32
,,,,,,,,,,C,Kurtis MacDermid (36808789),Kurtis MacDermid,36808789,C/UTIL,2500,STL@NJD 11/27/2024 07:00PM ET,NJD,1.55
,,,,,,,,,,C,Curtis Lazar (36808791),Curtis Lazar,36808791,C/UTIL,2500,STL@NJD 11/27/2024 07:00PM ET,NJD,2.45
,,,,,,,,,,RW,Zack Bolduc (36809233),Zack Bolduc,36809233,W/UTIL,2500,STL@NJD 11/27/2024 07:00PM ET,STL,5.28
,,,,,,,,,,RW,Nathan Walker (36809235),Nathan Walker,36809235,W/UTIL,2500,STL@NJD 11/27/2024 07:00PM ET,STL,4.91
,,,,,,,,,,LW,Alexey Toropchenko (36809237),Alexey Toropchenko,36809237,W/UTIL,2500,STL@NJD 11/27/2024 07:00PM ET,STL,4.03
,,,,,,,,,,RW,Alexandre Texier (36809239),Alexandre Texier,36809239,W/UTIL,2500,STL@NJD 11/27/2024 07:00PM ET,STL,4.83
,,,,,,,,,,LW,Mathieu Joseph (36809241),Mathieu Joseph,36809241,W/UTIL,2500,STL@NJD 11/27/2024 07:00PM ET,STL,4.22
,,,,,,,,,,LW,Paul Cotter (36809293),Paul Cotter,36809293,W/UTIL,2500,STL@NJD 11/27/2024 07:00PM ET,NJD,6.01
,,,,,,,,,,LW,Shane Bowers (36809295),Shane Bowers,36809295,W/UTIL,2500,STL@NJD 11/27/2024 07:00PM ET,NJD,2.15
,,,,,,,,,,RW,Tomas Tatar (36809297),Tomas Tatar,36809297,W/UTIL,2500,STL@NJD 11/27/2024 07:00PM ET,NJD,4
,,,,,,,,,,LW,Nolan Foote (36809299),Nolan Foote,36809299,W/UTIL,2500,STL@NJD 11/27/2024 07:00PM ET,NJD,0
,,,,,,,,,,RW,Nathan Bastian (36809301),Nathan Bastian,36809301,W/UTIL,2500,STL@NJD 11/27/2024 07:00PM ET,NJD,4.97
,,,,,,,,,,D,Matthew Kessel (36809821),Matthew Kessel,36809821,D/UTIL,2500,STL@NJD 11/27/2024 07:00PM ET,STL,2.52
,,,,,,,,,,D,Pierre-Olivier Joseph (36809823),Pierre-Olivier Joseph,36809823,D/UTIL,2500,STL@NJD 11/27/2024 07:00PM ET,STL,3.29
,,,,,,,,,,D,Corey Schueneman (36809825),Corey Schueneman,36809825,D/UTIL,2500,STL@NJD 11/27/2024 07:00PM ET,STL,4.52
,,,,,,,,,,D,Torey Krug (36809827),Torey Krug,36809827,D/UTIL,2500,STL@NJD 11/27/2024 07:00PM ET,STL,0
,,,,,,,,,,D,Santeri Hatakka (36809857),Santeri Hatakka,36809857,D/UTIL,2500,STL@NJD 11/27/2024 07:00PM ET,NJD,0
,,,,,,,,,,D,Nick DeSimone (36809859),Nick DeSimone,36809859,D/UTIL,2500,STL@NJD 11/27/2024 07:00PM ET,NJD,0
,,,,,,,,,,D,Seamus Casey (36809861),Seamus Casey,36809861,D/UTIL,2500,STL@NJD 11/27/2024 07:00PM ET,NJD,6.08
,,,,,,,,,,D,Simon Nemec (36809863),Simon Nemec,36809863,D/UTIL,2500,STL@NJD 11/27/2024 07:00PM ET,NJD,4.17
,,,,,,,,,,C,Tyson Jost (36808805),Tyson Jost,36808805,C/UTIL,2500,NYR@CAR 11/27/2024 07:00PM ET,CAR,3.11
,,,,,,,,,,C,Sam Carrick (36808845),Sam Carrick,36808845,C/UTIL,2500,NYR@CAR 11/27/2024 07:00PM ET,NYR,3.55
,,,,,,,,,,RW,William Carrier (36809333),William Carrier,36809333,W/UTIL,2500,NYR@CAR 11/27/2024 07:00PM ET,CAR,3.27
,,,,,,,,,,RW,Jesper Fast (36809335),Jesper Fast,36809335,W/UTIL,2500,NYR@CAR 11/27/2024 07:00PM ET,CAR,0
,,,,,,,,,,RW,Brett Berard (36809421),Brett Berard,36809421,W/UTIL,2500,NYR@CAR 11/27/2024 07:00PM ET,NYR,8
,,,,,,,,,,LW,Adam Edstrom (36809423),Adam Edstrom,36809423,W/UTIL,2500,NYR@CAR 11/27/2024 07:00PM ET,NYR,2.44
,,,,,,,,,,LW,Jimmy Vesey (36809425),Jimmy Vesey,36809425,W/UTIL,2500,NYR@CAR 11/27/2024 07:00PM ET,NYR,4
,,,,,,,,,,RW,Matt Rempe (36809427),Matt Rempe,36809427,W/UTIL,2500,NYR@CAR 11/27/2024 07:00PM ET,NYR,0.32
,,,,,,,,,,RW,Jonny Brodzinski (36809429),Jonny Brodzinski,36809429,W/UTIL,2500,NYR@CAR 11/27/2024 07:00PM ET,NYR,4.03
,,,,,,,,,,RW,Riley Nash (36809431),Riley Nash,36809431,W/UTIL,2500,NYR@CAR 11/27/2024 07:00PM ET,NYR,0
,,,,,,,,,,D,Sean Walker (36809889),Sean Walker,36809889,D/UTIL,2500,NYR@CAR 11/27/2024 07:00PM ET,CAR,4.73
,,,,,,,,,,D,Zac Jones (36809959),Zac Jones,36809959,D/UTIL,2500,NYR@CAR 11/27/2024 07:00PM ET,NYR,4.82
,,,,,,,,,,D,Victor Mancini (36809961),Victor Mancini,36809961,D/UTIL,2500,NYR@CAR 11/27/2024 07:00PM ET,NYR,6.46
,,,,,,,,,,D,Chad Ruhwedel (36809963),Chad Ruhwedel,36809963,D/UTIL,2500,NYR@CAR 11/27/2024 07:00PM ET,NYR,8.2
,,,,,,,,,,D,Matthew Robertson (36809965),Matthew Robertson,36809965,D/UTIL,2500,NYR@CAR 11/27/2024 07:00PM ET,NYR,0
,,,,,,,,,,C,Kevin Rooney (36808793),Kevin Rooney,36808793,C/UTIL,2500,CGY@DET 11/27/2024 07:30PM ET,CGY,2.96
,,,,,,,,,,RW,Justin Kirkland (36809309),Justin Kirkland,36809309,W/UTIL,2500,CGY@DET 11/27/2024 07:30PM ET,CGY,4.83
,,,,,,,,,,LW,Ryan Lomberg (36809311),Ryan Lomberg,36809311,W/UTIL,2500,CGY@DET 11/27/2024 07:30PM ET,CGY,1.76
,,,,,,,,,,RW,Adam Klapka (36809313),Adam Klapka,36809313,W/UTIL,2500,CGY@DET 11/27/2024 07:30PM ET,CGY,3.1
,,,,,,,,,,LW,Samuel Honzek (36809315),Samuel Honzek,36809315,W/UTIL,2500,CGY@DET 11/27/2024 07:30PM ET,CGY,2.32
,,,,,,,,,,RW,Jonatan Berggren (36809433),Jonatan Berggren,36809433,W/UTIL,2500,CGY@DET 11/27/2024 07:30PM ET,DET,4.13
,,,,,,,,,,LW,Michael Rasmussen (36809435),Michael Rasmussen,36809435,W/UTIL,2500,CGY@DET 11/27/2024 07:30PM ET,DET,3.62
,,,,,,,,,,RW,Christian Fischer (36809437),Christian Fischer,36809437,W/UTIL,2500,CGY@DET 11/27/2024 07:30PM ET,DET,1.83
,,,,,,,,,,RW,Joe Veleno (36809439),Joe Veleno,36809439,W/UTIL,2500,CGY@DET 11/27/2024 07:30PM ET,DET,2.9
,,,,,,,,,,LW,Tyler Motte (36809441),Tyler Motte,36809441,W/UTIL,2500,CGY@DET 11/27/2024 07:30PM ET,DET,3.34
,,,,,,,,,,D,Brayden Pachal (36809869),Brayden Pachal,36809869,D/UTIL,2500,CGY@DET 11/27/2024 07:30PM ET,CGY,3.64
,,,,,,,,,,D,Joel Hanley (36809871),Joel Hanley,36809871,D/UTIL,2500,CGY@DET 11/27/2024 07:30PM ET,CGY,3.45
,,,,,,,,,,D,Jake Bean (36809873),Jake Bean,36809873,D/UTIL,2500,CGY@DET 11/27/2024 07:30PM ET,CGY,4.23
,,,,,,,,,,D,Tyson Barrie (36809875),Tyson Barrie,36809875,D/UTIL,2500,CGY@DET 11/27/2024 07:30PM ET,CGY,4.99
,,,,,,,,,,D,Justin Holl (36809967),Justin Holl,36809967,D/UTIL,2500,CGY@DET 11/27/2024 07:30PM ET,DET,2.94
,,,,,,,,,,D,Erik Gustafsson (36809969),Erik Gustafsson,36809969,D/UTIL,2500,CGY@DET 11/27/2024 07:30PM ET,DET,4.15
,,,,,,,,,,D,Albert Johansson (36809971),Albert Johansson,36809971,D/UTIL,2500,CGY@DET 11/27/2024 07:30PM ET,DET,3.84
,,,,,,,,,,C,Lars Eller (36808781),Lars Eller,36808781,C/UTIL,2500,WSH@TBL 11/27/2024 07:30PM ET,WSH,6.01
,,,,,,,,,,C,Nicklas Backstrom (36808783),Nicklas Backstrom,36808783,C/UTIL,2500,WSH@TBL 11/27/2024 07:30PM ET,WSH,0
,,,,,,,,,,C,Mike Sgarbossa (36808785),Mike Sgarbossa,36808785,C/UTIL,2500,WSH@TBL 11/27/2024 07:30PM ET,WSH,5.43
,,,,,,,,,,C,Luke Glendening (36808819),Luke Glendening,36808819,C/UTIL,2500,WSH@TBL 11/27/2024 07:30PM ET,TBL,3.04
,,,,,,,,,,C,Jack Finley (36808821),Jack Finley,36808821,C/UTIL,2500,WSH@TBL 11/27/2024 07:30PM ET,TBL,0
,,,,,,,,,,RW,Taylor Raddysh (36809281),Taylor Raddysh,36809281,W/UTIL,2500,WSH@TBL 11/27/2024 07:30PM ET,WSH,4.96
,,,,,,,,,,LW,Hendrix Lapierre (36809283),Hendrix Lapierre,36809283,W/UTIL,2500,WSH@TBL 11/27/2024 07:30PM ET,WSH,3.71
,,,,,,,,,,RW,Ivan Miroshnichenko (36809285),Ivan Miroshnichenko,36809285,W/UTIL,2500,WSH@TBL 11/27/2024 07:30PM ET,WSH,5
,,,,,,,,,,LW,Brandon Duhaime (36809287),Brandon Duhaime,36809287,W/UTIL,2500,WSH@TBL 11/27/2024 07:30PM ET,WSH,5.85
,,,,,,,,,,LW,Sonny Milano (36809289),Sonny Milano,36809289,W/UTIL,2500,WSH@TBL 11/27/2024 07:30PM ET,WSH,2
,,,,,,,,,,RW,T.J. Oshie (36809291),T.J. Oshie,36809291,W/UTIL,2500,WSH@TBL 11/27/2024 07:30PM ET,WSH,0
,,,,,,,,,,RW,Mitchell Chaffee (36809367),Mitchell Chaffee,36809367,W/UTIL,2500,WSH@TBL 11/27/2024 07:30PM ET,TBL,5.14
,,,,,,,,,,LW,Zemgus Girgensons (36809369),Zemgus Girgensons,36809369,W/UTIL,2500,WSH@TBL 11/27/2024 07:30PM ET,TBL,2.52
,,,,,,,,,,RW,Michael Eyssimont (36809371),Michael Eyssimont,36809371,W/UTIL,2500,WSH@TBL 11/27/2024 07:30PM ET,TBL,4.48
,,,,,,,,,,LW,Cam Atkinson (36809373),Cam Atkinson,36809373,W/UTIL,2500,WSH@TBL 11/27/2024 07:30PM ET,TBL,3.18
,,,,,,,,,,LW,Conor Sheary (36809375),Conor Sheary,36809375,W/UTIL,2500,WSH@TBL 11/27/2024 07:30PM ET,TBL,0.43
,,,,,,,,,,D,Alexander Alexeyev (36809853),Alexander Alexeyev,36809853,D/UTIL,2500,WSH@TBL 11/27/2024 07:30PM ET,WSH,5
,,,,,,,,,,D,Dylan McIlrath (36809855),Dylan McIlrath,36809855,D/UTIL,2500,WSH@TBL 11/27/2024 07:30PM ET,WSH,2.51
,,,,,,,,,,D,Nick Perbix (36809923),Nick Perbix,36809923,D/UTIL,2500,WSH@TBL 11/27/2024 07:30PM ET,TBL,6.14
,,,,,,,,,,D,Emil Lilleberg (36809925),Emil Lilleberg,36809925,D/UTIL,2500,WSH@TBL 11/27/2024 07:30PM ET,TBL,3.79
,,,,,,,,,,C,Fraser Minten (36808823),Fraser Minten,36808823,C/UTIL,2500,TOR@FLA 11/27/2024 07:30PM ET,TOR,9
,,,,,,,,,,C,Connor Dewar (36808825),Connor Dewar,36808825,C/UTIL,2500,TOR@FLA 11/27/2024 07:30PM ET,TOR,2.54
,,,,,,,,,,C,David Kampf (36808827),David Kampf,36808827,C/UTIL,2500,TOR@FLA 11/27/2024 07:30PM ET,TOR,2.78
,,,,,,,,,,C,Calle Jarnkrok (36808829),Calle Jarnkrok,36808829,C/UTIL,2500,TOR@FLA 11/27/2024 07:30PM ET,TOR,0
,,,,,,,,,,C,Tomas Nosek (36808831),Tomas Nosek,36808831,C/UTIL,2500,TOR@FLA 11/27/2024 07:30PM ET,FLA,3.7
,,,,,,,,,,C,Patrick Giles (36808833),Patrick Giles,36808833,C/UTIL,2500,TOR@FLA 11/27/2024 07:30PM ET,FLA,1.24
,,,,,,,,,,LW,Nicholas Robertson (36809377),Nicholas Robertson,36809377,W/UTIL,2500,TOR@FLA 11/27/2024 07:30PM ET,TOR,3.61
,,,,,,,,,,LW,Nikita Grebenkin (36809379),Nikita Grebenkin,36809379,W/UTIL,2500,TOR@FLA 11/27/2024 07:30PM ET,TOR,1.4
,,,,,,,,,,RW,Alex Nylander (36809381),Alex Nylander,36809381,W/UTIL,2500,TOR@FLA 11/27/2024 07:30PM ET,TOR,3
,,,,,,,,,,LW,Alex Steeves (36809383),Alex Steeves,36809383,W/UTIL,2500,TOR@FLA 11/27/2024 07:30PM ET,TOR,2.5
,,,,,,,,,,RW,Steven Lorentz (36809385),Steven Lorentz,36809385,W/UTIL,2500,TOR@FLA 11/27/2024 07:30PM ET,TOR,4.34
,,,,,,,,,,RW,Ryan Reaves (36809387),Ryan Reaves,36809387,W/UTIL,2500,TOR@FLA 11/27/2024 07:30PM ET,TOR,1.13
,,,,,,,,,,RW,Mackie Samoskevich (36809389),Mackie Samoskevich,36809389,W/UTIL,2500,TOR@FLA 11/27/2024 07:30PM ET,FLA,4.11
,,,,,,,,,,LW,Eetu Luostarinen (36809391),Eetu Luostarinen,36809391,W/UTIL,2500,TOR@FLA 11/27/2024 07:30PM ET,FLA,4.79
,,,,,,,,,,RW,Jesper Boqvist (36809393),Jesper Boqvist,36809393,W/UTIL,2500,TOR@FLA 11/27/2024 07:30PM ET,FLA,3.77
,,,,,,,,,,LW,A.J. Greer (36809395),A.J. Greer,36809395,W/UTIL,2500,TOR@FLA 11/27/2024 07:30PM ET,FLA,4.25
,,,,,,,,,,RW,Jonah Gadjovich (36809397),Jonah Gadjovich,36809397,W/UTIL,2500,TOR@FLA 11/27/2024 07:30PM ET,FLA,1.71
,,,,,,,,,,D,Simon Benoit (36809927),Simon Benoit,36809927,D/UTIL,2500,TOR@FLA 11/27/2024 07:30PM ET,TOR,3.84
,,,,,,,,,,D,Conor Timmins (36809929),Conor Timmins,36809929,D/UTIL,2500,TOR@FLA 11/27/2024 07:30PM ET,TOR,4.47
